seller_id,seller_click_days,seller_add_to_cart_days,seller_purchase_days,seller_add_to_favorite_days,seller_action_total_days,seller_purchase_day_rt
2544,175,3,43,117,184,0.23369565217391305
2545,176,25,155,179,185,0.8378378378378378
2546,153,3,28,70,158,0.17721518987341772
2547,176,26,147,138,185,0.7945945945945946
2548,176,2,110,88,183,0.6010928961748634
2549,99,2,27,77,99,0.2727272727272727
2550,176,2,133,147,185,0.7189189189189189
2551,137,2,83,82,137,0.6058394160583942
2552,161,1,74,59,163,0.4539877300613497
2553,154,1,27,41,156,0.17307692307692307
2554,71,3,29,16,71,0.4084507042253521
2555,175,6,70,98,183,0.3825136612021858
2556,174,8,42,91,181,0.23204419889502761
2557,176,7,61,111,183,0.3333333333333333
2558,63,2,32,35,64,0.5
2559,176,8,121,144,184,0.657608695652174
2560,176,38,173,181,185,0.9351351351351351
2561,175,6,64,85,181,0.35359116022099446
2562,176,11,176,132,185,0.9513513513513514
2563,176,3,65,132,185,0.35135135135135137
2564,176,11,114,168,185,0.6162162162162163
2565,176,21,134,160,185,0.7243243243243244
2566,176,7,171,116,182,0.9395604395604396
2567,153,2,44,32,161,0.2732919254658385
2568,115,2,19,48,115,0.16521739130434782
2569,176,9,110,147,185,0.5945945945945946
2570,176,9,184,176,185,0.9945945945945946
2571,49,3,28,28,49,0.5714285714285714
2572,161,2,148,92,161,0.9192546583850931
2573,176,21,157,149,183,0.8579234972677595
2574,167,5,49,109,176,0.2784090909090909
2575,176,35,185,185,185,1.0
2576,136,2,58,56,139,0.4172661870503597
2577,170,7,71,107,176,0.4034090909090909
2578,140,2,38,52,142,0.2676056338028169
2579,176,14,96,142,181,0.5303867403314917
2580,176,13,168,175,185,0.9081081081081082
2581,103,0,52,46,107,0.48598130841121495
2582,175,14,61,161,183,0.3333333333333333
2583,176,8,91,147,182,0.5
2584,176,15,137,161,184,0.7445652173913043
2585,133,1,22,20,135,0.16296296296296298
2586,176,15,184,150,185,0.9945945945945946
2587,138,2,29,33,141,0.20567375886524822
2588,165,6,81,72,167,0.48502994011976047
2589,26,1,1,8,26,0.038461538461538464
2590,176,6,108,135,185,0.5837837837837838
2591,176,25,185,185,185,1.0
2592,174,11,140,114,183,0.7650273224043715
2593,176,8,128,145,184,0.6956521739130435
2594,176,10,99,171,185,0.5351351351351351
2595,141,1,67,30,151,0.44370860927152317
2596,169,4,87,87,176,0.4943181818181818
2597,123,8,10,69,127,0.07874015748031496
2598,152,5,28,52,153,0.1830065359477124
2599,153,4,40,49,165,0.24242424242424243
2600,174,4,146,81,183,0.7978142076502732
2601,169,3,58,56,172,0.3372093023255814
2602,176,2,30,97,184,0.16304347826086957
2603,175,2,73,126,181,0.40331491712707185
2604,84,3,15,20,91,0.16483516483516483
2605,132,1,33,20,135,0.24444444444444444
2606,176,21,160,179,185,0.8648648648648649
2607,176,4,66,103,185,0.3567567567567568
2608,176,8,161,100,183,0.8797814207650273
2609,169,3,67,76,178,0.37640449438202245
2610,167,2,139,32,173,0.8034682080924855
2611,173,4,136,101,177,0.768361581920904
2612,125,2,62,39,126,0.49206349206349204
2613,55,2,9,15,56,0.16071428571428573
2614,81,6,27,33,82,0.32926829268292684
2615,161,2,45,60,167,0.2694610778443114
2616,140,2,63,71,141,0.44680851063829785
2617,176,36,156,185,185,0.8432432432432433
2618,168,5,102,85,170,0.6
2619,166,5,89,75,173,0.5144508670520231
2620,130,8,67,100,134,0.5
2621,174,8,81,87,178,0.4550561797752809
2622,172,5,34,40,179,0.18994413407821228
2623,168,7,50,79,174,0.28735632183908044
2624,171,7,135,119,178,0.7584269662921348
2625,147,1,25,43,148,0.16891891891891891
2626,175,6,87,135,178,0.4887640449438202
2627,139,2,51,54,147,0.3469387755102041
2628,154,5,51,93,154,0.33116883116883117
2629,176,4,163,114,184,0.8858695652173914
2630,65,2,28,46,65,0.4307692307692308
2631,166,10,50,67,170,0.29411764705882354
2632,172,2,97,108,181,0.5359116022099447
2633,175,7,139,125,185,0.7513513513513513
2634,154,4,27,56,160,0.16875
2635,70,0,13,17,72,0.18055555555555555
2636,165,5,107,67,171,0.6257309941520468
2637,135,4,108,75,138,0.782608695652174
2638,176,1,45,104,180,0.25
2639,176,28,152,177,185,0.8216216216216217
2640,176,20,170,168,185,0.918918918918919
2641,174,1,86,65,182,0.4725274725274725
2642,172,3,37,61,177,0.20903954802259886
2643,166,2,34,83,167,0.20359281437125748
2644,69,6,27,41,69,0.391304347826087
2645,176,2,111,141,184,0.6032608695652174
2646,145,1,111,61,145,0.7655172413793103
2647,175,5,58,92,180,0.32222222222222224
2648,89,2,16,19,93,0.17204301075268819
2649,152,3,61,43,160,0.38125
2650,154,1,41,45,160,0.25625
2651,176,11,180,128,184,0.9782608695652174
2652,176,9,103,124,183,0.5628415300546448
2653,169,4,93,81,177,0.5254237288135594
2654,176,4,47,145,184,0.2554347826086957
2655,173,0,82,68,175,0.4685714285714286
2656,176,12,173,135,185,0.9351351351351351
2657,170,2,103,114,179,0.5754189944134078
2658,156,3,88,65,170,0.5176470588235295
2659,17,3,10,10,17,0.5882352941176471
2660,72,5,8,27,72,0.1111111111111111
2661,143,4,44,29,147,0.29931972789115646
2662,175,6,63,95,183,0.3442622950819672
2663,169,4,132,97,171,0.7719298245614035
2664,176,17,139,150,185,0.7513513513513513
2665,176,13,143,140,180,0.7944444444444444
2666,155,2,32,59,163,0.19631901840490798
2667,176,7,184,126,185,0.9945945945945946
2668,176,5,156,142,185,0.8432432432432433
2669,176,23,142,175,185,0.7675675675675676
2670,82,2,23,62,82,0.2804878048780488
2671,130,4,68,73,134,0.5074626865671642
2672,75,4,60,47,75,0.8
2673,171,1,64,80,180,0.35555555555555557
2674,176,16,160,163,185,0.8648648648648649
2675,174,4,59,113,184,0.32065217391304346
2676,176,48,174,185,185,0.9405405405405406
2677,176,43,172,180,185,0.9297297297297298
2678,157,3,78,89,158,0.4936708860759494
2679,171,2,87,62,178,0.4887640449438202
2680,176,6,84,157,184,0.45652173913043476
2681,174,8,118,95,182,0.6483516483516484
2682,175,1,65,96,184,0.3532608695652174
2683,175,11,30,76,179,0.16759776536312848
2684,175,7,75,99,180,0.4166666666666667
2685,140,0,38,42,141,0.2695035460992908
2686,89,2,33,62,89,0.3707865168539326
2687,176,6,139,170,185,0.7513513513513513
2688,152,4,29,47,158,0.18354430379746836
2689,169,3,88,49,174,0.5057471264367817
2690,130,6,30,48,134,0.22388059701492538
2691,143,2,30,38,144,0.20833333333333334
2692,176,9,117,137,184,0.6358695652173914
2693,169,5,80,116,169,0.47337278106508873
2694,169,2,71,73,179,0.39664804469273746
2695,163,4,48,95,167,0.2874251497005988
2696,170,2,106,92,175,0.6057142857142858
2697,141,3,53,40,143,0.3706293706293706
2698,174,9,54,86,182,0.2967032967032967
2699,169,5,52,78,177,0.2937853107344633
2700,176,9,36,112,183,0.19672131147540983
2701,175,6,131,133,182,0.7197802197802198
2702,176,7,137,119,183,0.7486338797814208
2703,168,8,42,82,175,0.24
2704,176,7,80,176,185,0.43243243243243246
2705,167,3,70,65,172,0.4069767441860465
2706,173,6,76,80,179,0.4245810055865922
2707,148,3,37,48,156,0.23717948717948717
2708,62,1,24,12,63,0.38095238095238093
2709,176,14,161,151,185,0.8702702702702703
2710,156,6,26,59,158,0.16455696202531644
2711,95,10,11,64,95,0.11578947368421053
2712,91,5,26,50,92,0.2826086956521739
2713,176,5,89,108,183,0.48633879781420764
2714,72,3,16,23,75,0.21333333333333335
2715,172,10,100,95,180,0.5555555555555556
2716,129,0,20,23,135,0.14814814814814814
2717,174,1,117,75,182,0.6428571428571429
2718,174,14,158,129,184,0.8586956521739131
2719,157,0,59,51,168,0.35119047619047616
2720,176,22,172,185,185,0.9297297297297298
2721,175,23,64,148,179,0.3575418994413408
2722,167,7,40,87,175,0.22857142857142856
2723,163,0,55,61,166,0.3313253012048193
2724,176,9,158,136,185,0.8540540540540541
2725,171,3,132,109,180,0.7333333333333333
2726,143,0,54,36,146,0.3698630136986301
2727,150,2,67,63,159,0.42138364779874216
2728,151,2,56,65,155,0.36129032258064514
2729,149,0,54,42,157,0.34394904458598724
2730,176,13,88,119,180,0.4888888888888889
2731,173,3,83,89,182,0.45604395604395603
2732,64,1,12,33,66,0.18181818181818182
2733,176,13,135,132,185,0.7297297297297297
2734,118,2,21,80,122,0.1721311475409836
2735,130,2,51,39,140,0.36428571428571427
2736,176,6,29,99,179,0.16201117318435754
2737,90,2,36,35,90,0.4
2738,32,1,21,17,32,0.65625
2739,143,10,77,68,148,0.5202702702702703
2740,167,2,63,24,171,0.3684210526315789
2741,175,4,74,115,183,0.40437158469945356
2742,167,4,100,133,167,0.5988023952095808
2743,176,7,45,145,182,0.24725274725274726
2744,158,2,44,53,165,0.26666666666666666
2745,176,10,93,157,185,0.5027027027027027
2746,176,19,166,157,184,0.9021739130434783
2747,169,12,125,126,178,0.702247191011236
2748,169,9,93,87,175,0.5314285714285715
2749,173,9,79,103,181,0.43646408839779005
2750,176,6,92,142,184,0.5
2751,176,18,125,177,185,0.6756756756756757
2752,85,8,74,77,85,0.8705882352941177
2753,174,9,49,80,179,0.2737430167597765
2754,101,0,51,25,104,0.49038461538461536
2755,153,1,75,65,154,0.487012987012987
2756,154,3,88,45,156,0.5641025641025641
2757,159,8,102,97,161,0.6335403726708074
2758,175,4,65,90,180,0.3611111111111111
2759,175,5,127,78,184,0.6902173913043478
2760,125,4,33,39,126,0.2619047619047619
2761,77,7,65,66,77,0.8441558441558441
2762,159,10,50,89,167,0.2994011976047904
2763,171,6,92,89,179,0.5139664804469274
2764,167,4,92,82,175,0.5257142857142857
2765,151,4,29,48,159,0.18238993710691823
2766,135,7,48,60,142,0.3380281690140845
2767,176,10,183,155,185,0.9891891891891892
2768,176,22,151,185,185,0.8162162162162162
2769,80,7,58,68,80,0.725
2770,65,7,16,47,65,0.24615384615384617
2771,99,3,50,43,99,0.5050505050505051
2772,158,1,106,72,167,0.6347305389221557
2773,133,18,68,102,133,0.5112781954887218
2774,175,4,91,80,181,0.5027624309392266
2775,176,5,150,137,184,0.8152173913043478
2776,169,5,86,79,171,0.5029239766081871
2777,176,16,184,156,185,0.9945945945945946
2778,103,8,94,88,103,0.912621359223301
2779,117,1,16,17,117,0.13675213675213677
2780,163,4,36,52,164,0.21951219512195122
2781,176,27,153,185,185,0.827027027027027
2782,171,4,74,107,182,0.4065934065934066
2783,174,2,89,110,181,0.49171270718232046
2784,84,1,35,35,85,0.4117647058823529
2785,169,2,37,55,173,0.2138728323699422
2786,162,5,71,40,167,0.4251497005988024
2787,149,5,79,46,151,0.5231788079470199
2788,172,6,86,85,181,0.47513812154696133
2789,176,4,108,160,185,0.5837837837837838
2790,176,14,109,143,185,0.5891891891891892
2791,101,10,14,49,101,0.13861386138613863
2792,176,7,173,158,184,0.9402173913043478
2793,117,5,20,40,117,0.17094017094017094
2794,173,3,79,106,177,0.4463276836158192
2795,176,9,155,129,185,0.8378378378378378
2796,107,5,12,43,107,0.11214953271028037
2797,132,3,25,42,139,0.17985611510791366
2798,106,1,73,54,106,0.6886792452830188
2799,176,11,107,177,184,0.5815217391304348
2800,125,6,55,55,132,0.4166666666666667
2801,101,1,26,31,104,0.25
2802,174,5,126,123,177,0.711864406779661
2803,83,2,51,51,83,0.6144578313253012
2804,171,7,72,110,178,0.4044943820224719
2805,175,6,35,94,178,0.19662921348314608
2806,167,5,83,130,170,0.48823529411764705
2807,176,7,168,184,185,0.9081081081081082
2808,69,4,29,29,70,0.4142857142857143
2809,175,10,128,95,181,0.7071823204419889
2810,176,12,116,114,180,0.6444444444444445
2811,176,3,168,146,181,0.9281767955801105
2812,176,6,127,147,185,0.6864864864864865
2813,177,28,169,183,186,0.9086021505376344
2814,118,5,44,37,120,0.36666666666666664
2815,176,10,86,87,181,0.47513812154696133
2816,165,2,96,85,171,0.5614035087719298
2817,153,2,26,46,154,0.16883116883116883
2818,177,26,183,178,186,0.9838709677419355
2819,176,6,177,161,185,0.9567567567567568
2820,169,0,17,78,171,0.09941520467836257
2821,176,22,162,144,184,0.8804347826086957
2822,176,21,114,110,183,0.6229508196721312
2823,176,42,176,184,185,0.9513513513513514
2824,176,7,118,109,184,0.6413043478260869
2825,175,7,80,73,182,0.43956043956043955
2826,111,1,39,53,116,0.33620689655172414
2827,111,1,27,61,115,0.23478260869565218
2828,176,18,151,185,185,0.8162162162162162
2829,176,14,160,169,183,0.8743169398907104
2830,138,1,41,40,144,0.2847222222222222
2831,173,5,112,115,180,0.6222222222222222
2832,151,1,53,21,159,0.3333333333333333
2833,159,3,61,67,165,0.3696969696969697
2834,176,5,74,172,183,0.40437158469945356
2835,176,10,111,108,184,0.6032608695652174
2836,174,3,71,100,178,0.398876404494382
2837,176,2,139,83,185,0.7513513513513513
2838,176,8,175,177,185,0.9459459459459459
2839,158,3,40,77,163,0.24539877300613497
2840,114,1,29,33,117,0.24786324786324787
2841,75,1,30,58,75,0.4
2842,110,3,39,32,115,0.3391304347826087
2843,174,2,70,81,181,0.3867403314917127
2844,176,27,181,173,185,0.9783783783783784
2845,176,5,83,165,185,0.4486486486486487
2846,175,5,68,120,179,0.37988826815642457
2847,176,5,69,82,180,0.38333333333333336
2848,118,2,59,35,123,0.4796747967479675
2849,176,6,76,149,184,0.41304347826086957
2850,160,1,77,71,167,0.46107784431137727
2851,100,5,50,78,101,0.49504950495049505
2852,128,3,37,67,129,0.2868217054263566
2853,72,1,20,20,72,0.2777777777777778
2854,146,2,41,61,148,0.27702702702702703
2855,176,7,125,151,185,0.6756756756756757
2856,176,23,156,181,185,0.8432432432432433
2857,151,8,103,91,156,0.6602564102564102
2858,35,1,15,8,35,0.42857142857142855
2859,171,3,72,109,176,0.4090909090909091
2860,163,3,93,73,174,0.5344827586206896
2861,176,13,173,164,185,0.9351351351351351
2862,174,3,32,75,174,0.1839080459770115
2863,175,1,70,114,181,0.3867403314917127
2864,120,6,13,62,121,0.10743801652892562
2865,149,1,15,43,153,0.09803921568627451
2866,161,5,48,99,165,0.2909090909090909
2867,175,5,47,140,182,0.25824175824175827
2868,163,1,57,49,168,0.3392857142857143
2869,176,10,165,149,185,0.8918918918918919
2870,130,1,25,39,137,0.18248175182481752
2871,171,6,122,104,179,0.6815642458100558
2872,176,10,79,130,182,0.4340659340659341
2873,175,2,39,57,181,0.2154696132596685
2874,176,14,159,183,185,0.8594594594594595
2875,159,3,56,40,166,0.3373493975903614
2876,176,21,184,185,185,0.9945945945945946
2877,163,11,79,94,165,0.47878787878787876
2878,176,8,157,119,182,0.8626373626373627
2879,148,8,61,83,150,0.4066666666666667
2880,72,1,53,41,72,0.7361111111111112
2881,140,1,18,65,140,0.12857142857142856
2882,176,6,21,134,181,0.11602209944751381
2883,176,16,83,184,185,0.4486486486486487
2884,176,5,51,124,183,0.2786885245901639
2885,170,6,96,67,178,0.5393258426966292
2886,148,1,28,74,151,0.18543046357615894
2887,104,3,50,70,104,0.4807692307692308
2888,82,3,54,36,83,0.6506024096385542
2889,167,1,37,67,174,0.21264367816091953
2890,172,2,42,41,177,0.23728813559322035
2891,176,8,123,70,181,0.6795580110497238
2892,119,7,23,48,119,0.19327731092436976
2893,172,2,88,91,173,0.5086705202312138
2894,176,15,138,179,185,0.745945945945946
2895,176,4,92,172,184,0.5
2896,172,6,123,123,175,0.7028571428571428
2897,171,1,120,81,179,0.6703910614525139
2898,176,15,111,183,185,0.6
2899,156,1,19,44,164,0.11585365853658537
2900,176,21,130,183,185,0.7027027027027027
2901,150,4,48,67,157,0.3057324840764331
2902,163,2,93,70,168,0.5535714285714286
2903,157,6,79,108,158,0.5
2904,163,7,94,62,167,0.562874251497006
2905,176,10,128,165,182,0.7032967032967034
2906,172,7,80,130,182,0.43956043956043955
2907,51,3,20,47,51,0.39215686274509803
2908,168,7,41,62,172,0.23837209302325582
2909,175,4,82,130,182,0.45054945054945056
2910,176,9,54,172,185,0.2918918918918919
2911,163,1,33,52,171,0.19298245614035087
2912,176,18,159,168,185,0.8594594594594595
2913,175,16,145,126,184,0.7880434782608695
2914,176,6,154,88,185,0.8324324324324325
2915,176,9,117,131,182,0.6428571428571429
2916,125,6,41,58,132,0.3106060606060606
2917,163,4,38,56,166,0.2289156626506024
2918,54,1,9,12,55,0.16363636363636364
2919,101,3,39,57,102,0.38235294117647056
2920,164,3,99,87,169,0.5857988165680473
2921,149,2,59,49,154,0.38311688311688313
2922,80,3,15,20,81,0.18518518518518517
2923,176,5,126,102,184,0.6847826086956522
2924,175,3,104,94,183,0.5683060109289617
2925,176,15,129,184,184,0.7010869565217391
2926,176,7,120,123,183,0.6557377049180327
2927,176,3,128,126,184,0.6956521739130435
2928,176,27,136,160,185,0.7351351351351352
2929,176,22,151,179,184,0.8206521739130435
2930,173,5,76,86,180,0.4222222222222222
2931,124,5,45,29,131,0.3435114503816794
2932,157,6,25,73,161,0.15527950310559005
2933,176,3,142,151,185,0.7675675675675676
2934,176,14,167,159,184,0.907608695652174
2935,176,18,116,110,184,0.6304347826086957
2936,176,19,166,134,185,0.8972972972972973
2937,176,6,49,145,185,0.2648648648648649
2938,176,7,104,94,180,0.5777777777777777
2939,145,2,19,63,150,0.12666666666666668
2940,101,1,13,49,101,0.12871287128712872
2941,173,6,109,109,178,0.6123595505617978
2942,176,15,172,180,185,0.9297297297297298
2943,175,1,40,49,177,0.22598870056497175
2944,161,7,60,49,165,0.36363636363636365
2945,136,5,60,64,138,0.43478260869565216
2946,176,8,115,145,185,0.6216216216216216
2947,98,1,27,57,98,0.2755102040816326
2948,133,3,55,42,137,0.40145985401459855
2949,176,9,132,142,185,0.7135135135135136
2950,175,4,60,112,184,0.32608695652173914
2951,174,3,95,80,181,0.5248618784530387
2952,173,5,82,94,178,0.4606741573033708
2953,164,6,97,64,171,0.5672514619883041
2954,176,27,182,181,185,0.9837837837837838
2955,162,2,41,87,166,0.2469879518072289
2956,176,25,156,170,185,0.8432432432432433
2957,152,0,43,32,153,0.28104575163398693
2958,176,28,170,185,185,0.918918918918919
2959,176,25,181,152,184,0.9836956521739131
2960,173,6,113,129,176,0.6420454545454546
2961,163,9,93,101,176,0.5284090909090909
2962,39,0,13,12,39,0.3333333333333333
2963,176,60,179,185,185,0.9675675675675676
2964,176,9,62,174,185,0.33513513513513515
2965,171,6,98,86,179,0.547486033519553
2966,169,4,41,51,172,0.23837209302325582
2967,176,7,82,71,181,0.4530386740331492
2968,176,6,120,167,184,0.6521739130434783
2969,128,1,34,67,137,0.24817518248175183
2970,130,1,37,85,130,0.2846153846153846
2971,100,4,33,50,102,0.3235294117647059
2972,148,2,38,52,150,0.25333333333333335
2973,153,1,75,68,161,0.4658385093167702
2974,131,7,86,75,133,0.6466165413533834
2975,176,19,175,181,185,0.9459459459459459
2976,168,2,92,80,174,0.5287356321839081
2977,87,3,55,34,89,0.6179775280898876
2978,139,3,49,61,141,0.3475177304964539
2979,16,0,2,4,16,0.125
2980,170,2,104,86,175,0.5942857142857143
2981,176,31,149,169,185,0.8054054054054054
2982,160,8,131,102,160,0.81875
2983,176,5,66,149,184,0.358695652173913
2984,170,4,80,58,178,0.449438202247191
2985,28,0,18,19,30,0.6
2986,176,4,97,77,181,0.5359116022099447
2987,176,15,157,166,183,0.8579234972677595
2988,58,2,33,33,59,0.559322033898305
2989,142,3,48,50,147,0.32653061224489793
2990,176,3,46,93,178,0.25842696629213485
2991,176,7,182,131,185,0.9837837837837838
2992,169,5,91,56,180,0.5055555555555555
2993,176,22,155,185,185,0.8378378378378378
2994,150,3,104,124,151,0.6887417218543046
2995,160,1,88,73,174,0.5057471264367817
2996,129,0,24,43,133,0.18045112781954886
2997,163,9,69,79,168,0.4107142857142857
2998,37,5,25,29,39,0.6410256410256411
2999,175,7,45,76,177,0.2542372881355932
3000,174,9,56,120,181,0.30939226519337015
3001,175,5,89,123,184,0.483695652173913
3002,161,2,121,49,166,0.7289156626506024
3003,176,12,89,151,179,0.4972067039106145
3004,176,7,107,173,185,0.5783783783783784
3005,82,4,26,61,82,0.3170731707317073
3006,169,2,72,71,172,0.4186046511627907
3007,142,2,8,46,142,0.056338028169014086
3008,176,9,96,144,185,0.518918918918919
3009,176,9,94,94,182,0.5164835164835165
3010,126,5,27,44,132,0.20454545454545456
3011,175,4,47,126,183,0.2568306010928962
3012,174,3,48,115,177,0.2711864406779661
3013,175,8,47,111,182,0.25824175824175827
3014,136,5,22,56,144,0.1527777777777778
3015,176,3,178,160,185,0.9621621621621622
3016,176,13,163,172,185,0.8810810810810811
3017,176,32,82,181,185,0.44324324324324327
3018,173,7,112,102,182,0.6153846153846154
3019,176,9,93,138,184,0.5054347826086957
3020,174,1,43,110,182,0.23626373626373626
3021,173,7,63,134,173,0.36416184971098264
3022,176,15,124,133,185,0.6702702702702703
3023,169,2,56,89,178,0.3146067415730337
3024,176,6,140,84,183,0.7650273224043715
3025,112,1,28,30,118,0.23728813559322035
3026,175,3,47,100,181,0.2596685082872928
3027,176,11,129,151,184,0.7010869565217391
3028,176,11,132,146,185,0.7135135135135136
3029,173,6,70,138,183,0.3825136612021858
3030,123,1,11,41,123,0.08943089430894309
3031,172,5,89,82,180,0.49444444444444446
3032,176,10,182,159,185,0.9837837837837838
3033,176,23,146,185,185,0.7891891891891892
3034,52,0,14,14,55,0.2545454545454545
3035,175,7,112,174,184,0.6086956521739131
3036,84,1,23,29,86,0.26744186046511625
3037,128,0,48,37,132,0.36363636363636365
3038,176,3,48,141,182,0.26373626373626374
3039,131,5,18,50,135,0.13333333333333333
3040,170,5,88,93,179,0.49162011173184356
3041,51,4,20,29,52,0.38461538461538464
3042,173,8,71,110,175,0.4057142857142857
3043,175,6,67,139,181,0.3701657458563536
3044,176,4,149,113,185,0.8054054054054054
3045,176,17,170,127,184,0.9239130434782609
3046,171,10,112,103,175,0.64
3047,166,2,67,48,170,0.3941176470588235
3048,173,7,84,98,180,0.4666666666666667
3049,176,8,168,177,185,0.9081081081081082
3050,144,1,100,60,144,0.6944444444444444
3051,85,1,25,28,86,0.29069767441860467
3052,140,0,15,57,142,0.1056338028169014
3053,97,1,42,59,97,0.4329896907216495
3054,172,5,53,87,177,0.2994350282485876
3055,167,5,125,73,175,0.7142857142857143
3056,170,5,112,66,176,0.6363636363636364
3057,176,19,149,177,185,0.8054054054054054
3058,175,11,106,123,183,0.5792349726775956
3059,172,5,96,74,177,0.5423728813559322
3060,173,6,61,76,180,0.3388888888888889
3061,151,5,74,88,157,0.4713375796178344
3062,169,5,61,93,177,0.3446327683615819
3063,176,17,120,185,185,0.6486486486486487
3064,176,8,164,147,184,0.8913043478260869
3065,175,0,107,76,177,0.6045197740112994
3066,167,5,23,81,170,0.13529411764705881
3067,176,11,142,171,183,0.7759562841530054
3068,150,3,70,29,154,0.45454545454545453
3069,173,3,111,36,181,0.6132596685082873
3070,159,5,66,78,159,0.41509433962264153
3071,111,1,23,28,112,0.20535714285714285
3072,168,4,35,97,175,0.2
3073,176,11,182,166,185,0.9837837837837838
3074,168,3,37,36,171,0.21637426900584794
3075,68,5,38,48,68,0.5588235294117647
3076,146,1,79,50,148,0.5337837837837838
3077,35,0,4,12,35,0.11428571428571428
3078,174,15,145,115,179,0.8100558659217877
3079,111,2,17,31,111,0.15315315315315314
3080,174,15,137,117,183,0.7486338797814208
3081,65,1,12,14,65,0.18461538461538463
3082,174,6,70,82,177,0.3954802259887006
3083,89,9,45,49,89,0.5056179775280899
3084,51,4,19,32,51,0.37254901960784315
3085,176,14,106,130,182,0.5824175824175825
3086,143,2,45,47,145,0.3103448275862069
3087,166,13,99,99,173,0.5722543352601156
3088,61,3,24,36,62,0.3870967741935484
3089,176,12,124,137,185,0.6702702702702703
3090,175,4,38,130,183,0.20765027322404372
3091,176,5,116,111,182,0.6373626373626373
3092,172,9,64,98,177,0.3615819209039548
3093,53,1,16,25,53,0.3018867924528302
3094,176,12,87,157,184,0.47282608695652173
3095,110,7,48,58,110,0.43636363636363634
3096,176,26,144,175,183,0.7868852459016393
3097,55,1,10,17,55,0.18181818181818182
3098,176,24,114,180,185,0.6162162162162163
3099,176,6,157,141,183,0.8579234972677595
3100,164,6,69,60,173,0.3988439306358382
3101,142,0,23,48,149,0.15436241610738255
3102,176,8,61,149,181,0.3370165745856354
3103,175,14,138,127,184,0.75
3104,176,7,93,156,184,0.5054347826086957
3105,176,12,98,130,183,0.5355191256830601
3106,176,9,132,183,185,0.7135135135135136
3107,146,15,113,112,154,0.7337662337662337
3108,176,2,92,95,183,0.5027322404371585
3109,118,3,37,29,127,0.29133858267716534
3110,173,0,79,96,179,0.441340782122905
3111,176,7,138,127,185,0.745945945945946
3112,175,6,155,84,178,0.8707865168539326
3113,175,5,84,93,183,0.45901639344262296
3114,129,12,62,82,129,0.4806201550387597
3115,153,3,64,50,162,0.3950617283950617
3116,174,2,53,59,178,0.29775280898876405
3117,176,25,155,185,185,0.8378378378378378
3118,72,1,34,36,73,0.4657534246575342
3119,153,1,62,82,157,0.39490445859872614
3120,157,10,126,121,157,0.802547770700637
3121,176,17,125,176,184,0.6793478260869565
3122,176,8,140,105,184,0.7608695652173914
3123,176,5,83,122,182,0.45604395604395603
3124,164,2,9,40,167,0.05389221556886228
3125,172,12,28,91,175,0.16
3126,175,8,89,91,185,0.4810810810810811
3127,152,2,84,44,158,0.5316455696202531
3128,176,29,183,185,185,0.9891891891891892
3129,169,2,87,68,173,0.5028901734104047
3130,176,6,62,152,185,0.33513513513513515
3131,176,1,47,112,182,0.25824175824175827
3132,162,3,85,45,167,0.5089820359281437
3133,105,3,44,68,105,0.41904761904761906
3134,168,7,129,94,177,0.7288135593220338
3135,166,4,98,85,171,0.5730994152046783
3136,176,12,64,127,182,0.3516483516483517
3137,173,9,75,90,174,0.43103448275862066
3138,175,9,77,126,184,0.41847826086956524
3139,177,55,185,181,186,0.9946236559139785
3140,176,21,177,173,185,0.9567567567567568
3141,176,3,88,122,183,0.4808743169398907
3142,168,8,33,91,176,0.1875
3143,149,3,46,69,155,0.2967741935483871
3144,176,19,136,169,185,0.7351351351351352
3145,129,2,21,69,129,0.16279069767441862
3146,130,2,43,80,132,0.32575757575757575
3147,142,2,25,50,150,0.16666666666666666
3148,168,12,33,91,171,0.19298245614035087
3149,173,5,129,136,182,0.7087912087912088
3150,152,2,48,37,155,0.3096774193548387
3151,114,0,83,43,114,0.7280701754385965
3152,176,30,178,180,185,0.9621621621621622
3153,158,2,30,76,164,0.18292682926829268
3154,176,9,128,159,185,0.6918918918918919
3155,176,18,184,182,185,0.9945945945945946
3156,130,3,83,59,130,0.6384615384615384
3157,79,3,34,52,79,0.43037974683544306
3158,173,7,62,76,179,0.3463687150837989
3159,175,15,121,128,181,0.6685082872928176
3160,176,13,88,160,183,0.4808743169398907
3161,176,10,103,169,185,0.5567567567567567
3162,132,4,22,48,132,0.16666666666666666
3163,176,27,185,174,185,1.0
3164,176,4,127,152,185,0.6864864864864865
3165,176,5,97,124,185,0.5243243243243243
3166,176,10,69,154,183,0.3770491803278688
3167,168,7,94,137,168,0.5595238095238095
3168,176,7,68,100,184,0.3695652173913043
3169,163,3,84,55,173,0.48554913294797686
3170,176,8,135,169,185,0.7297297297297297
3171,105,1,73,37,105,0.6952380952380952
3172,176,6,158,118,185,0.8540540540540541
3173,176,13,154,105,183,0.8415300546448088
3174,175,7,48,100,179,0.2681564245810056
3175,176,4,183,153,185,0.9891891891891892
3176,172,1,26,78,180,0.14444444444444443
3177,176,11,178,179,185,0.9621621621621622
3178,176,3,144,135,183,0.7868852459016393
3179,172,2,81,98,174,0.46551724137931033
3180,176,3,91,111,185,0.4918918918918919
3181,172,12,75,127,181,0.4143646408839779
3182,107,1,38,18,108,0.35185185185185186
3183,176,44,179,182,185,0.9675675675675676
